"case","stepA_penalized","exact_profile_plus_prior_at_mode","exact_profile_plus_prior_optimum","gap_mode","gap_optimum","beta_clinear","beta_exact","range_clinear","range_exact","sigma_clinear","sigma_exact","stepA_mlik_integration","stepA_mlik_gaussian"
"1d",-2.845454743255,-2.84545339475404,-2.84542910447965,-1.34850096511485e-06,-2.5638775355219e-05,0.34376189429481,0.346507622607511,6.47781118406632,6.49169387182067,0.646478299089385,0.647122865235591,-5.80648999555486,-2.76199232348906
"2d",-28.4298582028058,-28.4298485247994,-28.4298322541762,-9.67800637852179e-06,-2.59486296023681e-05,-0.000493988335715735,-0.000973910631200496,0.505571255660857,0.504768477995446,0.485146857715557,0.484772882256756,-33.4924783648711,-30.4479806928053
