"true_range","true_sigma","fitted_range","fitted_sigma","grid_max_range","grid_max_sigma","profiled_beta_at_true","profiled_beta_at_fit","profiled_beta_at_grid_max","loglik_at_true","loglik_at_fit","loglik_at_grid_max","gap_true_to_grid_max","gap_fit_to_grid_max"
0.22,0.35,0.270113102389053,0.419785547407729,0.257075401592702,0.402357031605152,0.222259937573107,0.219045717307465,0.219869257608394,-41.4868628077992,-39.345130265734,-39.4367972248294,2.05006558296986,-0.0916669590953916
