"nx","ny","n","mean_est_range","sd_est_range","mean_est_sigma","sd_est_sigma","mean_abs_err_range","mean_abs_err_sigma","mean_surface_rmse","mean_surface_corr"
30,24,720,0.24221877722904,0.0140865100199401,0.361311483171831,0.0289059915834433,0.0222187772290403,0.0204396226655741,0.110835467516925,0.95230675180235
36,28,1008,0.216416990928987,0.0128207404939565,0.354498180202894,0.0281581647072195,0.0090656325431096,0.0199108292102426,0.0993833764689863,0.961245876690463
