"n","surface_rmse","surface_corr","est_range","est_sigma","est_beta","true_range","true_sigma","true_beta"
720,0.107847497263546,0.973109682459861,0.270113102389053,0.419785547407729,0.219051100024389,0.22,0.35,0.2
