"cell_id","regime","regime_label","tau0","n","domain_length","n_total","n_valid","n_error","n_iid","n_matern","n_tie","p_iid","p_matern","p_tie","p_iid_ci_low","p_iid_ci_high","roughly_half","mean_delta","median_delta","q10_delta","q90_delta","q10_range","q50_range","q90_range","matern_selected_count","matern_selected_range_lt_mesh","q10_range_over_mesh_selected","q50_range_over_mesh_selected","q90_range_over_mesh_selected"
"fixed_domain__tau0_0.5__n_40","fixed_domain","fixed-domain",0.5,40,1,10,10,0,6,4,0,0.6,0.4,0,0.312673769733658,0.831819670293764,TRUE,0.27106586488037,-0.174535480176758,-0.521778498573852,1.24470178437012,0.000439922674032123,0.0139860516471247,0.0327529152675937,4,1,0.174683370058932,0.584783159120872,0.852474024303565
