"grid_label","nx","ny","n","mean_est_range","q10_est_range","q50_est_range","q90_est_range","q10_range_over_mesh","q50_range_over_mesh","q90_range_over_mesh","mean_surface_corr"
"18x14",18,14,252,0.0152939866341432,0.00324422569281683,0.0125083001627362,0.0301294340468767,0.0405528211602104,0.156353752034202,0.376617925585959,0.924172264474902
"24x18",24,18,432,0.014361065105456,0.00417646978619261,0.0118102864894066,0.0270964390407686,0.0522058723274076,0.147628581117583,0.338705488009608,0.91816387992285
